"","country","year","sex","suicides_no","population","gdp_for_year....","age"
"1","Armenia",1990,"female",0,316900,"2,256,838,858",9.5
"2","Armenia",1990,"male",0,333600,"2,256,838,858",9.5
"3","Armenia",1990,"female",3,258500,"2,256,838,858",19.5
"4","Armenia",1990,"male",10,272500,"2,256,838,858",19.5
"5","Armenia",1990,"female",4,320700,"2,256,838,858",29.5
"6","Armenia",1990,"male",16,307100,"2,256,838,858",29.5
"7","Armenia",1990,"female",15,358000,"2,256,838,858",44.5
"8","Armenia",1990,"male",25,332700,"2,256,838,858",44.5
"9","Armenia",1990,"female",6,224100,"2,256,838,858",64.5
"10","Armenia",1990,"male",11,183800,"2,256,838,858",64.5
"11","Armenia",1990,"female",1,48900,"2,256,838,858",80
"12","Armenia",1990,"male",2,26900,"2,256,838,858",80
"13","Armenia",1991,"female",0,349500,"2,068,526,522",9.5
"14","Armenia",1991,"male",0,366200,"2,068,526,522",9.5
"15","Armenia",1991,"female",0,286400,"2,068,526,522",19.5
"16","Armenia",1991,"male",6,295300,"2,068,526,522",19.5
"17","Armenia",1991,"female",4,342100,"2,068,526,522",29.5
"18","Armenia",1991,"male",20,313800,"2,068,526,522",29.5
"19","Armenia",1991,"female",9,396300,"2,068,526,522",44.5
"20","Armenia",1991,"male",14,348500,"2,068,526,522",44.5
"21","Armenia",1991,"female",11,247900,"2,068,526,522",64.5
"22","Armenia",1991,"male",9,203100,"2,068,526,522",64.5
"23","Armenia",1991,"female",2,52900,"2,068,526,522",80
"24","Armenia",1991,"male",5,28800,"2,068,526,522",80
"25","Armenia",1992,"female",0,358200,"1,272,577,456",9.5
"26","Armenia",1992,"male",0,375300,"1,272,577,456",9.5
"27","Armenia",1992,"female",1,290100,"1,272,577,456",19.5
"28","Armenia",1992,"male",9,300300,"1,272,577,456",19.5
"29","Armenia",1992,"female",0,340900,"1,272,577,456",29.5
"30","Armenia",1992,"male",15,312600,"1,272,577,456",29.5
"31","Armenia",1992,"female",6,410800,"1,272,577,456",44.5
"32","Armenia",1992,"male",22,360400,"1,272,577,456",44.5
"33","Armenia",1992,"female",10,263400,"1,272,577,456",64.5
"34","Armenia",1992,"male",15,215100,"1,272,577,456",64.5
"35","Armenia",1992,"female",2,53400,"1,272,577,456",80
"36","Armenia",1992,"male",3,28200,"1,272,577,456",80
"37","Armenia",1993,"female",0,364200,"1,201,313,201",9.5
"38","Armenia",1993,"male",0,382300,"1,201,313,201",9.5
"39","Armenia",1993,"female",3,293900,"1,201,313,201",19.5
"40","Armenia",1993,"male",7,304800,"1,201,313,201",19.5
"41","Armenia",1993,"female",6,335900,"1,201,313,201",29.5
"42","Armenia",1993,"male",17,305600,"1,201,313,201",29.5
"43","Armenia",1993,"female",6,424000,"1,201,313,201",44.5
"44","Armenia",1993,"male",25,371900,"1,201,313,201",44.5
"45","Armenia",1993,"female",14,276100,"1,201,313,201",64.5
"46","Armenia",1993,"male",20,226400,"1,201,313,201",64.5
"47","Armenia",1993,"female",6,53100,"1,201,313,201",80
"48","Armenia",1993,"male",2,28400,"1,201,313,201",80
"49","Armenia",1994,"female",1,367000,"1,315,158,670",9.5
"50","Armenia",1994,"male",2,385400,"1,315,158,670",9.5
"51","Armenia",1994,"female",4,297600,"1,315,158,670",19.5
"52","Armenia",1994,"male",6,308300,"1,315,158,670",19.5
"53","Armenia",1994,"female",1,326200,"1,315,158,670",29.5
"54","Armenia",1994,"male",10,297000,"1,315,158,670",29.5
"55","Armenia",1994,"female",7,437100,"1,315,158,670",44.5
"56","Armenia",1994,"male",31,382500,"1,315,158,670",44.5
"57","Armenia",1994,"female",18,286000,"1,315,158,670",64.5
"58","Armenia",1994,"male",20,235500,"1,315,158,670",64.5
"59","Armenia",1994,"female",5,51700,"1,315,158,670",80
"60","Armenia",1994,"male",7,28200,"1,315,158,670",80
"61","Armenia",1995,"female",0,369700,"1,468,317,350",9.5
"62","Armenia",1995,"male",1,388200,"1,468,317,350",9.5
"63","Armenia",1995,"female",3,303200,"1,468,317,350",19.5
"64","Armenia",1995,"male",10,313600,"1,468,317,350",19.5
"65","Armenia",1995,"female",11,313300,"1,468,317,350",29.5
"66","Armenia",1995,"male",21,289500,"1,468,317,350",29.5
"67","Armenia",1995,"female",8,453600,"1,468,317,350",44.5
"68","Armenia",1995,"male",32,395200,"1,468,317,350",44.5
"69","Armenia",1995,"female",11,295200,"1,468,317,350",64.5
"70","Armenia",1995,"male",29,242300,"1,468,317,350",64.5
"71","Armenia",1995,"female",2,51400,"1,468,317,350",80
"72","Armenia",1995,"male",2,28000,"1,468,317,350",80
"73","Armenia",1996,"female",1,371900,"1,596,968,913",9.5
"74","Armenia",1996,"male",1,390300,"1,596,968,913",9.5
"75","Armenia",1996,"female",1,310200,"1,596,968,913",19.5
"76","Armenia",1996,"male",4,320000,"1,596,968,913",19.5
"77","Armenia",1996,"female",3,301500,"1,596,968,913",29.5
"78","Armenia",1996,"male",13,284300,"1,596,968,913",29.5
"79","Armenia",1996,"female",7,471200,"1,596,968,913",44.5
"80","Armenia",1996,"male",24,409800,"1,596,968,913",44.5
"81","Armenia",1996,"female",12,301900,"1,596,968,913",64.5
"82","Armenia",1996,"male",18,246200,"1,596,968,913",64.5
"83","Armenia",1996,"female",0,51100,"1,596,968,913",80
"84","Armenia",1996,"male",3,27900,"1,596,968,913",80
"85","Armenia",1997,"female",0,370800,"1,639,492,424",9.5
"86","Armenia",1997,"male",1,389500,"1,639,492,424",9.5
"87","Armenia",1997,"female",0,316500,"1,639,492,424",19.5
"88","Armenia",1997,"male",4,327300,"1,639,492,424",19.5
"89","Armenia",1997,"female",1,294200,"1,639,492,424",29.5
"90","Armenia",1997,"male",9,282000,"1,639,492,424",29.5
"91","Armenia",1997,"female",3,489900,"1,639,492,424",44.5
"92","Armenia",1997,"male",26,426000,"1,639,492,424",44.5
"93","Armenia",1997,"female",8,304400,"1,639,492,424",64.5
"94","Armenia",1997,"male",21,246200,"1,639,492,424",64.5
"95","Armenia",1997,"female",3,51400,"1,639,492,424",80
"96","Armenia",1997,"male",1,28500,"1,639,492,424",80
"97","Armenia",1998,"female",1,364600,"1,893,726,437",9.5
"98","Armenia",1998,"male",0,383700,"1,893,726,437",9.5
"99","Armenia",1998,"female",0,322300,"1,893,726,437",19.5
"100","Armenia",1998,"male",4,335100,"1,893,726,437",19.5
"101","Armenia",1998,"female",1,289300,"1,893,726,437",29.5
"102","Armenia",1998,"male",6,280200,"1,893,726,437",29.5
"103","Armenia",1998,"female",9,509800,"1,893,726,437",44.5
"104","Armenia",1998,"male",20,445000,"1,893,726,437",44.5
"105","Armenia",1998,"female",6,302000,"1,893,726,437",64.5
"106","Armenia",1998,"male",16,243300,"1,893,726,437",64.5
"107","Armenia",1998,"female",1,53100,"1,893,726,437",80
"108","Armenia",1998,"male",2,29600,"1,893,726,437",80
"109","Armenia",1999,"female",0,352300,"1,845,482,181",9.5
"110","Armenia",1999,"male",0,371600,"1,845,482,181",9.5
"111","Armenia",1999,"female",0,329700,"1,845,482,181",19.5
"112","Armenia",1999,"male",6,344000,"1,845,482,181",19.5
"113","Armenia",1999,"female",2,284300,"1,845,482,181",29.5
"114","Armenia",1999,"male",6,279800,"1,845,482,181",29.5
"115","Armenia",1999,"female",4,530700,"1,845,482,181",44.5
"116","Armenia",1999,"male",22,464300,"1,845,482,181",44.5
"117","Armenia",1999,"female",9,296800,"1,845,482,181",64.5
"118","Armenia",1999,"male",15,238100,"1,845,482,181",64.5
"119","Armenia",1999,"female",3,56800,"1,845,482,181",80
"120","Armenia",1999,"male",0,32300,"1,845,482,181",80
"121","Armenia",2000,"female",0,328000,"1,911,563,665",9.5
"122","Armenia",2000,"male",0,348200,"1,911,563,665",9.5
"123","Armenia",2000,"female",0,341100,"1,911,563,665",19.5
"124","Armenia",2000,"male",6,358000,"1,911,563,665",19.5
"125","Armenia",2000,"female",4,280400,"1,911,563,665",29.5
"126","Armenia",2000,"male",5,283300,"1,911,563,665",29.5
"127","Armenia",2000,"female",1,555300,"1,911,563,665",44.5
"128","Armenia",2000,"male",18,481100,"1,911,563,665",44.5
"129","Armenia",2000,"female",4,292700,"1,911,563,665",64.5
"130","Armenia",2000,"male",14,234300,"1,911,563,665",64.5
"131","Armenia",2000,"female",5,66500,"1,911,563,665",80
"132","Armenia",2000,"male",4,37600,"1,911,563,665",80
"133","Armenia",2001,"female",0,319507,"2,118,467,913",9.5
"134","Armenia",2001,"male",3,337767,"2,118,467,913",9.5
"135","Armenia",2001,"female",0,346468,"2,118,467,913",19.5
"136","Armenia",2001,"male",4,361248,"2,118,467,913",19.5
"137","Armenia",2001,"female",1,279953,"2,118,467,913",29.5
"138","Armenia",2001,"male",2,284346,"2,118,467,913",29.5
"139","Armenia",2001,"female",3,563626,"2,118,467,913",44.5
"140","Armenia",2001,"male",19,493922,"2,118,467,913",44.5
"141","Armenia",2001,"female",4,289601,"2,118,467,913",64.5
"142","Armenia",2001,"male",17,227605,"2,118,467,913",64.5
"143","Armenia",2001,"female",4,66283,"2,118,467,913",80
"144","Armenia",2001,"male",3,40190,"2,118,467,913",80
"145","Armenia",2002,"female",0,278743,"2,376,335,048",9.5
"146","Armenia",2002,"male",1,294209,"2,376,335,048",9.5
"147","Armenia",2002,"female",1,294739,"2,376,335,048",19.5
"148","Armenia",2002,"male",5,293350,"2,376,335,048",19.5
"149","Armenia",2002,"female",1,222943,"2,376,335,048",29.5
"150","Armenia",2002,"male",12,206403,"2,376,335,048",29.5
"151","Armenia",2002,"female",6,469992,"2,376,335,048",44.5
"152","Armenia",2002,"male",22,418464,"2,376,335,048",44.5
"153","Armenia",2002,"female",3,251856,"2,376,335,048",64.5
"154","Armenia",2002,"male",19,196525,"2,376,335,048",64.5
"155","Armenia",2002,"female",1,58553,"2,376,335,048",80
"156","Armenia",2002,"male",3,29067,"2,376,335,048",80
"157","Armenia",2003,"female",0,266940,"2,807,061,009",9.5
"158","Armenia",2003,"male",1,283952,"2,807,061,009",9.5
"159","Armenia",2003,"female",0,300080,"2,807,061,009",19.5
"160","Armenia",2003,"male",1,300902,"2,807,061,009",19.5
"161","Armenia",2003,"female",0,225313,"2,807,061,009",29.5
"162","Armenia",2003,"male",10,210715,"2,807,061,009",29.5
"163","Armenia",2003,"female",3,473959,"2,807,061,009",44.5
"164","Armenia",2003,"male",21,423001,"2,807,061,009",44.5
"165","Armenia",2003,"female",3,249909,"2,807,061,009",64.5
"166","Armenia",2003,"male",14,194165,"2,807,061,009",64.5
"167","Armenia",2003,"female",3,62935,"2,807,061,009",80
"168","Armenia",2003,"male",3,32495,"2,807,061,009",80
"169","Armenia",2006,"female",0,203195,"6,384,451,606",9.5
"170","Armenia",2006,"male",1,221941,"6,384,451,606",9.5
"171","Armenia",2006,"female",0,290966,"6,384,451,606",19.5
"172","Armenia",2006,"male",10,276127,"6,384,451,606",19.5
"173","Armenia",2006,"female",2,215884,"6,384,451,606",29.5
"174","Armenia",2006,"male",6,188382,"6,384,451,606",29.5
"175","Armenia",2006,"female",5,450477,"6,384,451,606",44.5
"176","Armenia",2006,"male",17,367346,"6,384,451,606",44.5
"177","Armenia",2006,"female",8,238745,"6,384,451,606",64.5
"178","Armenia",2006,"male",21,184526,"6,384,451,606",64.5
"179","Armenia",2006,"female",2,78684,"6,384,451,606",80
"180","Armenia",2006,"male",6,48123,"6,384,451,606",80
"181","Armenia",2007,"female",0,190490,"9,206,301,700",9.5
"182","Armenia",2007,"male",1,210620,"9,206,301,700",9.5
"183","Armenia",2007,"female",3,288510,"9,206,301,700",19.5
"184","Armenia",2007,"male",7,272188,"9,206,301,700",19.5
"185","Armenia",2007,"female",0,220144,"9,206,301,700",29.5
"186","Armenia",2007,"male",4,191561,"9,206,301,700",29.5
"187","Armenia",2007,"female",8,444817,"9,206,301,700",44.5
"188","Armenia",2007,"male",19,362189,"9,206,301,700",44.5
"189","Armenia",2007,"female",8,240998,"9,206,301,700",64.5
"190","Armenia",2007,"male",13,185290,"9,206,301,700",64.5
"191","Armenia",2007,"female",1,79210,"9,206,301,700",80
"192","Armenia",2007,"male",7,49296,"9,206,301,700",80
"193","Armenia",2008,"female",1,198065,"11,662,040,714",9.5
"194","Armenia",2008,"male",1,220896,"11,662,040,714",9.5
"195","Armenia",2008,"female",1,309009,"11,662,040,714",19.5
"196","Armenia",2008,"male",3,317794,"11,662,040,714",19.5
"197","Armenia",2008,"female",2,254728,"11,662,040,714",29.5
"198","Armenia",2008,"male",4,250190,"11,662,040,714",29.5
"199","Armenia",2008,"female",10,477501,"11,662,040,714",44.5
"200","Armenia",2008,"male",11,429649,"11,662,040,714",44.5
"201","Armenia",2008,"female",5,260264,"11,662,040,714",64.5
"202","Armenia",2008,"male",18,198978,"11,662,040,714",64.5
"203","Armenia",2008,"female",0,81431,"11,662,040,714",80
"204","Armenia",2008,"male",7,46886,"11,662,040,714",80
"205","Armenia",2009,"female",0,172560,"8,647,936,748",9.5
"206","Armenia",2009,"male",0,195630,"8,647,936,748",9.5
"207","Armenia",2009,"female",1,278535,"8,647,936,748",19.5
"208","Armenia",2009,"male",5,259772,"8,647,936,748",19.5
"209","Armenia",2009,"female",2,230582,"8,647,936,748",29.5
"210","Armenia",2009,"male",2,198646,"8,647,936,748",29.5
"211","Armenia",2009,"female",3,433390,"8,647,936,748",44.5
"212","Armenia",2009,"male",17,351694,"8,647,936,748",44.5
"213","Armenia",2009,"female",3,248767,"8,647,936,748",64.5
"214","Armenia",2009,"male",11,189632,"8,647,936,748",64.5
"215","Armenia",2009,"female",1,79728,"8,647,936,748",80
"216","Armenia",2009,"male",8,50759,"8,647,936,748",80
"217","Armenia",2010,"female",2,167142,"9,260,284,938",9.5
"218","Armenia",2010,"male",2,191722,"9,260,284,938",9.5
"219","Armenia",2010,"female",2,270727,"9,260,284,938",19.5
"220","Armenia",2010,"male",8,252152,"9,260,284,938",19.5
"221","Armenia",2010,"female",1,236851,"9,260,284,938",29.5
"222","Armenia",2010,"male",10,202936,"9,260,284,938",29.5
"223","Armenia",2010,"female",5,427571,"9,260,284,938",44.5
"224","Armenia",2010,"male",15,346739,"9,260,284,938",44.5
"225","Armenia",2010,"female",7,253182,"9,260,284,938",64.5
"226","Armenia",2010,"male",13,193100,"9,260,284,938",64.5
"227","Armenia",2010,"female",2,81770,"9,260,284,938",80
"228","Armenia",2010,"male",6,52333,"9,260,284,938",80
"229","Armenia",2011,"female",0,164004,"10,142,111,334",9.5
"230","Armenia",2011,"male",0,189377,"10,142,111,334",9.5
"231","Armenia",2011,"female",4,259823,"10,142,111,334",19.5
"232","Armenia",2011,"male",7,245227,"10,142,111,334",19.5
"233","Armenia",2011,"female",0,244912,"10,142,111,334",29.5
"234","Armenia",2011,"male",8,209914,"10,142,111,334",29.5
"235","Armenia",2011,"female",3,422179,"10,142,111,334",44.5
"236","Armenia",2011,"male",23,341199,"10,142,111,334",44.5
"237","Armenia",2011,"female",3,256541,"10,142,111,334",64.5
"238","Armenia",2011,"male",11,194982,"10,142,111,334",64.5
"239","Armenia",2011,"female",6,86643,"10,142,111,334",80
"240","Armenia",2011,"male",2,55565,"10,142,111,334",80
"241","Armenia",2012,"female",0,167066,"10,619,320,049",9.5
"242","Armenia",2012,"male",1,192409,"10,619,320,049",9.5
"243","Armenia",2012,"female",2,255088,"10,619,320,049",19.5
"244","Armenia",2012,"male",5,255119,"10,619,320,049",19.5
"245","Armenia",2012,"female",4,259768,"10,619,320,049",29.5
"246","Armenia",2012,"male",11,245443,"10,619,320,049",29.5
"247","Armenia",2012,"female",7,428953,"10,619,320,049",44.5
"248","Armenia",2012,"male",26,376743,"10,619,320,049",44.5
"249","Armenia",2012,"female",4,273394,"10,619,320,049",64.5
"250","Armenia",2012,"male",11,212482,"10,619,320,049",64.5
"251","Armenia",2012,"female",3,91237,"10,619,320,049",80
"252","Armenia",2012,"male",5,56598,"10,619,320,049",80
"253","Armenia",2013,"female",0,168091,"11,121,465,767",9.5
"254","Armenia",2013,"male",1,193754,"11,121,465,767",9.5
"255","Armenia",2013,"female",1,242386,"11,121,465,767",19.5
"256","Armenia",2013,"male",2,243687,"11,121,465,767",19.5
"257","Armenia",2013,"female",0,265616,"11,121,465,767",29.5
"258","Armenia",2013,"male",9,250487,"11,121,465,767",29.5
"259","Armenia",2013,"female",6,423841,"11,121,465,767",44.5
"260","Armenia",2013,"male",13,370440,"11,121,465,767",44.5
"261","Armenia",2013,"female",11,280566,"11,121,465,767",64.5
"262","Armenia",2013,"male",11,218063,"11,121,465,767",64.5
"263","Armenia",2013,"female",6,95093,"11,121,465,767",80
"264","Armenia",2013,"male",7,58640,"11,121,465,767",80
"265","Armenia",2014,"female",1,171332,"11,609,512,940",9.5
"266","Armenia",2014,"male",0,196975,"11,609,512,940",9.5
"267","Armenia",2014,"female",2,227895,"11,609,512,940",19.5
"268","Armenia",2014,"male",3,230760,"11,609,512,940",19.5
"269","Armenia",2014,"female",0,269937,"11,609,512,940",29.5
"270","Armenia",2014,"male",6,253461,"11,609,512,940",29.5
"271","Armenia",2014,"female",2,417829,"11,609,512,940",44.5
"272","Armenia",2014,"male",13,363362,"11,609,512,940",44.5
"273","Armenia",2014,"female",4,288822,"11,609,512,940",64.5
"274","Armenia",2014,"male",12,224430,"11,609,512,940",64.5
"275","Armenia",2014,"female",6,98118,"11,609,512,940",80
"276","Armenia",2014,"male",9,60108,"11,609,512,940",80
"277","Armenia",2015,"female",0,175417,"10,553,337,673",9.5
"278","Armenia",2015,"male",0,201051,"10,553,337,673",9.5
"279","Armenia",2015,"female",3,212010,"10,553,337,673",19.5
"280","Armenia",2015,"male",2,216876,"10,553,337,673",19.5
"281","Armenia",2015,"female",2,274108,"10,553,337,673",29.5
"282","Armenia",2015,"male",10,255540,"10,553,337,673",29.5
"283","Armenia",2015,"female",4,412360,"10,553,337,673",44.5
"284","Armenia",2015,"male",15,356715,"10,553,337,673",44.5
"285","Armenia",2015,"female",5,297936,"10,553,337,673",64.5
"286","Armenia",2015,"male",16,231213,"10,553,337,673",64.5
"287","Armenia",2015,"female",5,100754,"10,553,337,673",80
"288","Armenia",2015,"male",12,61355,"10,553,337,673",80
"289","Armenia",2016,"female",1,195422,"10,546,135,160",19.5
"290","Armenia",2016,"male",5,202220,"10,546,135,160",19.5
"291","Armenia",2016,"female",2,277452,"10,546,135,160",29.5
"292","Armenia",2016,"male",4,255665,"10,546,135,160",29.5
"293","Armenia",2016,"female",3,408109,"10,546,135,160",44.5
"294","Armenia",2016,"male",16,350633,"10,546,135,160",44.5
"295","Armenia",2016,"female",6,308349,"10,546,135,160",64.5
"296","Armenia",2016,"male",16,237813,"10,546,135,160",64.5
"297","Armenia",2016,"female",2,102414,"10,546,135,160",80
"298","Armenia",2016,"male",12,61956,"10,546,135,160",80
"299","Azerbaijan",1990,"female",0,713400,"8,858,006,036",9.5
"300","Azerbaijan",1990,"male",1,750400,"8,858,006,036",9.5
"301","Azerbaijan",1990,"female",4,656800,"8,858,006,036",19.5
"302","Azerbaijan",1990,"male",16,682700,"8,858,006,036",19.5
"303","Azerbaijan",1990,"female",7,677800,"8,858,006,036",29.5
"304","Azerbaijan",1990,"male",19,613200,"8,858,006,036",29.5
"305","Azerbaijan",1990,"female",6,637700,"8,858,006,036",44.5
"306","Azerbaijan",1990,"male",41,587300,"8,858,006,036",44.5
"307","Azerbaijan",1990,"female",6,389200,"8,858,006,036",64.5
"308","Azerbaijan",1990,"male",11,306200,"8,858,006,036",64.5
"309","Azerbaijan",1990,"female",2,99200,"8,858,006,036",80
"310","Azerbaijan",1990,"male",1,42900,"8,858,006,036",80
"311","Azerbaijan",1991,"female",1,734600,"8,792,365,811",9.5
"312","Azerbaijan",1991,"male",0,771100,"8,792,365,811",9.5
"313","Azerbaijan",1991,"female",8,653100,"8,792,365,811",19.5
"314","Azerbaijan",1991,"male",22,687100,"8,792,365,811",19.5
"315","Azerbaijan",1991,"female",6,697500,"8,792,365,811",29.5
"316","Azerbaijan",1991,"male",29,627800,"8,792,365,811",29.5
"317","Azerbaijan",1991,"female",11,650100,"8,792,365,811",44.5
"318","Azerbaijan",1991,"male",26,597700,"8,792,365,811",44.5
"319","Azerbaijan",1991,"female",5,406400,"8,792,365,811",64.5
"320","Azerbaijan",1991,"male",22,323700,"8,792,365,811",64.5
"321","Azerbaijan",1991,"female",1,99300,"8,792,365,811",80
"322","Azerbaijan",1991,"male",3,42200,"8,792,365,811",80
"323","Azerbaijan",1992,"female",0,746700,"4,991,350,458",9.5
"324","Azerbaijan",1992,"male",0,784400,"4,991,350,458",9.5
"325","Azerbaijan",1992,"female",8,643000,"4,991,350,458",19.5
"326","Azerbaijan",1992,"male",23,683300,"4,991,350,458",19.5
"327","Azerbaijan",1992,"female",10,702900,"4,991,350,458",29.5
"328","Azerbaijan",1992,"male",24,634300,"4,991,350,458",29.5
"329","Azerbaijan",1992,"female",4,662800,"4,991,350,458",44.5
"330","Azerbaijan",1992,"male",39,610500,"4,991,350,458",44.5
"331","Azerbaijan",1992,"female",11,424500,"4,991,350,458",64.5
"332","Azerbaijan",1992,"male",18,340500,"4,991,350,458",64.5
"333","Azerbaijan",1992,"female",5,97200,"4,991,350,458",80
"334","Azerbaijan",1992,"male",2,40300,"4,991,350,458",80
"335","Azerbaijan",1993,"female",1,759300,"3,973,027,397",9.5
"336","Azerbaijan",1993,"male",1,797900,"3,973,027,397",9.5
"337","Azerbaijan",1993,"female",6,630200,"3,973,027,397",19.5
"338","Azerbaijan",1993,"male",22,677400,"3,973,027,397",19.5
"339","Azerbaijan",1993,"female",9,697000,"3,973,027,397",29.5
"340","Azerbaijan",1993,"male",20,636000,"3,973,027,397",29.5
"341","Azerbaijan",1993,"female",10,681600,"3,973,027,397",44.5
"342","Azerbaijan",1993,"male",20,628400,"3,973,027,397",44.5
"343","Azerbaijan",1993,"female",6,443000,"3,973,027,397",64.5
"344","Azerbaijan",1993,"male",17,356800,"3,973,027,397",64.5
"345","Azerbaijan",1993,"female",4,96100,"3,973,027,397",80
"346","Azerbaijan",1993,"male",3,38900,"3,973,027,397",80
"347","Azerbaijan",1994,"female",0,774700,"3,313,739,674",9.5
"348","Azerbaijan",1994,"male",0,814500,"3,313,739,674",9.5
"349","Azerbaijan",1994,"female",3,622200,"3,313,739,674",19.5
"350","Azerbaijan",1994,"male",3,669100,"3,313,739,674",19.5
"351","Azerbaijan",1994,"female",4,686900,"3,313,739,674",29.5
"352","Azerbaijan",1994,"male",3,638600,"3,313,739,674",29.5
"353","Azerbaijan",1994,"female",6,705400,"3,313,739,674",44.5
"354","Azerbaijan",1994,"male",11,651400,"3,313,739,674",44.5
"355","Azerbaijan",1994,"female",5,456200,"3,313,739,674",64.5
"356","Azerbaijan",1994,"male",10,369000,"3,313,739,674",64.5
"357","Azerbaijan",1994,"female",1,95800,"3,313,739,674",80
"358","Azerbaijan",1994,"male",1,37400,"3,313,739,674",80
"359","Azerbaijan",1995,"female",0,788700,"3,052,467,522",9.5
"360","Azerbaijan",1995,"male",0,829300,"3,052,467,522",9.5
"361","Azerbaijan",1995,"female",0,622300,"3,052,467,522",19.5
"362","Azerbaijan",1995,"male",9,663600,"3,052,467,522",19.5
"363","Azerbaijan",1995,"female",3,675100,"3,052,467,522",29.5
"364","Azerbaijan",1995,"male",5,642900,"3,052,467,522",29.5
"365","Azerbaijan",1995,"female",3,733900,"3,052,467,522",44.5
"366","Azerbaijan",1995,"male",18,677600,"3,052,467,522",44.5
"367","Azerbaijan",1995,"female",0,463500,"3,052,467,522",64.5
"368","Azerbaijan",1995,"male",8,377400,"3,052,467,522",64.5
"369","Azerbaijan",1995,"female",1,95000,"3,052,467,522",80
"370","Azerbaijan",1995,"male",2,36600,"3,052,467,522",80
"371","Azerbaijan",1996,"female",0,796200,"3,176,749,593",9.5
"372","Azerbaijan",1996,"male",0,838400,"3,176,749,593",9.5
"373","Azerbaijan",1996,"female",3,624900,"3,176,749,593",19.5
"374","Azerbaijan",1996,"male",9,664700,"3,176,749,593",19.5
"375","Azerbaijan",1996,"female",2,669400,"3,176,749,593",29.5
"376","Azerbaijan",1996,"male",13,647200,"3,176,749,593",29.5
"377","Azerbaijan",1996,"female",3,751300,"3,176,749,593",44.5
"378","Azerbaijan",1996,"male",14,693800,"3,176,749,593",44.5
"379","Azerbaijan",1996,"female",2,467600,"3,176,749,593",64.5
"380","Azerbaijan",1996,"male",19,383100,"3,176,749,593",64.5
"381","Azerbaijan",1996,"female",3,94800,"3,176,749,593",80
"382","Azerbaijan",1996,"male",1,36700,"3,176,749,593",80
"383","Azerbaijan",1997,"female",0,800800,"3,962,710,163",9.5
"384","Azerbaijan",1997,"male",0,844400,"3,962,710,163",9.5
"385","Azerbaijan",1997,"female",6,628600,"3,962,710,163",19.5
"386","Azerbaijan",1997,"male",7,669400,"3,962,710,163",19.5
"387","Azerbaijan",1997,"female",4,673000,"3,962,710,163",29.5
"388","Azerbaijan",1997,"male",21,651900,"3,962,710,163",29.5
"389","Azerbaijan",1997,"female",8,755500,"3,962,710,163",44.5
"390","Azerbaijan",1997,"male",34,698800,"3,962,710,163",44.5
"391","Azerbaijan",1997,"female",3,470100,"3,962,710,163",64.5
"392","Azerbaijan",1997,"male",24,386200,"3,962,710,163",64.5
"393","Azerbaijan",1997,"female",0,95400,"3,962,710,163",80
"394","Azerbaijan",1997,"male",0,37100,"3,962,710,163",80
"395","Azerbaijan",1998,"female",0,844700,"4,446,396,218",9.5
"396","Azerbaijan",1998,"male",1,886300,"4,446,396,218",9.5
"397","Azerbaijan",1998,"female",3,662900,"4,446,396,218",19.5
"398","Azerbaijan",1998,"male",2,702100,"4,446,396,218",19.5
"399","Azerbaijan",1998,"female",0,710000,"4,446,396,218",29.5
"400","Azerbaijan",1998,"male",12,683600,"4,446,396,218",29.5
"401","Azerbaijan",1998,"female",6,793900,"4,446,396,218",44.5
"402","Azerbaijan",1998,"male",18,732200,"4,446,396,218",44.5
"403","Azerbaijan",1998,"female",4,491600,"4,446,396,218",64.5
"404","Azerbaijan",1998,"male",8,403500,"4,446,396,218",64.5
"405","Azerbaijan",1998,"female",2,96900,"4,446,396,218",80
"406","Azerbaijan",1998,"male",0,36700,"4,446,396,218",80
"407","Azerbaijan",1999,"female",0,853800,"4,581,222,442",9.5
"408","Azerbaijan",1999,"male",0,892200,"4,581,222,442",9.5
"409","Azerbaijan",1999,"female",2,670100,"4,581,222,442",19.5
"410","Azerbaijan",1999,"male",6,706900,"4,581,222,442",19.5
"411","Azerbaijan",1999,"female",2,717700,"4,581,222,442",29.5
"412","Azerbaijan",1999,"male",10,688200,"4,581,222,442",29.5
"413","Azerbaijan",1999,"female",4,802500,"4,581,222,442",44.5
"414","Azerbaijan",1999,"male",19,737000,"4,581,222,442",44.5
"415","Azerbaijan",1999,"female",2,497100,"4,581,222,442",64.5
"416","Azerbaijan",1999,"male",9,406100,"4,581,222,442",64.5
"417","Azerbaijan",1999,"female",0,97900,"4,581,222,442",80
"418","Azerbaijan",1999,"male",0,36900,"4,581,222,442",80
"419","Azerbaijan",2000,"female",1,878950,"5,272,617,196",9.5
"420","Azerbaijan",2000,"male",0,928050,"5,272,617,196",9.5
"421","Azerbaijan",2000,"female",4,738550,"5,272,617,196",19.5
"422","Azerbaijan",2000,"male",11,736900,"5,272,617,196",19.5
"423","Azerbaijan",2000,"female",3,677500,"5,272,617,196",29.5
"424","Azerbaijan",2000,"male",11,607350,"5,272,617,196",29.5
"425","Azerbaijan",2000,"female",3,1000200,"5,272,617,196",44.5
"426","Azerbaijan",2000,"male",14,931050,"5,272,617,196",44.5
"427","Azerbaijan",2000,"female",3,434150,"5,272,617,196",64.5
"428","Azerbaijan",2000,"male",9,361300,"5,272,617,196",64.5
