"","country","year","sex","suicides_no","population","gdp_for_year....","age"
"1219","Israel",2002,"female",20,441786,"121,069,378,150",64.5
"1220","Israel",2002,"male",45,377599,"121,069,378,150",64.5
"1221","Israel",2002,"female",14,173506,"121,069,378,150",80
"1222","Israel",2002,"male",28,117146,"121,069,378,150",80
"1223","Israel",2003,"female",0,589505,"126,864,966,909",9.5
"1224","Israel",2003,"male",3,620511,"126,864,966,909",9.5
"1225","Israel",2003,"female",5,544294,"126,864,966,909",19.5
"1226","Israel",2003,"male",62,566251,"126,864,966,909",19.5
"1227","Israel",2003,"female",8,503837,"126,864,966,909",29.5
"1228","Israel",2003,"male",57,509736,"126,864,966,909",29.5
"1229","Israel",2003,"female",25,779552,"126,864,966,909",44.5
"1230","Israel",2003,"male",125,739587,"126,864,966,909",44.5
"1231","Israel",2003,"female",24,457426,"126,864,966,909",64.5
"1232","Israel",2003,"male",70,393481,"126,864,966,909",64.5
"1233","Israel",2003,"female",10,178813,"126,864,966,909",80
"1234","Israel",2003,"male",28,120134,"126,864,966,909",80
"1235","Israel",2004,"female",2,599789,"135,445,033,199",9.5
"1236","Israel",2004,"male",1,631409,"135,445,033,199",9.5
"1237","Israel",2004,"female",11,548642,"135,445,033,199",19.5
"1238","Israel",2004,"male",68,570981,"135,445,033,199",19.5
"1239","Israel",2004,"female",14,514416,"135,445,033,199",29.5
"1240","Israel",2004,"male",66,520746,"135,445,033,199",29.5
"1241","Israel",2004,"female",30,788499,"135,445,033,199",44.5
"1242","Israel",2004,"male",90,749833,"135,445,033,199",44.5
"1243","Israel",2004,"female",18,471206,"135,445,033,199",64.5
"1244","Israel",2004,"male",65,407467,"135,445,033,199",64.5
"1245","Israel",2004,"female",16,183915,"135,445,033,199",80
"1246","Israel",2004,"male",30,123028,"135,445,033,199",80
"1247","Israel",2005,"female",1,611245,"142,462,925,574",9.5
"1248","Israel",2005,"male",2,643592,"142,462,925,574",9.5
"1249","Israel",2005,"female",13,553467,"142,462,925,574",19.5
"1250","Israel",2005,"male",66,576279,"142,462,925,574",19.5
"1251","Israel",2005,"female",16,523192,"142,462,925,574",29.5
"1252","Israel",2005,"male",56,529472,"142,462,925,574",29.5
"1253","Israel",2005,"female",42,798431,"142,462,925,574",44.5
"1254","Israel",2005,"male",93,761176,"142,462,925,574",44.5
"1255","Israel",2005,"female",26,486213,"142,462,925,574",64.5
"1256","Israel",2005,"male",52,422405,"142,462,925,574",64.5
"1257","Israel",2005,"female",23,188969,"142,462,925,574",80
"1258","Israel",2005,"male",35,126420,"142,462,925,574",80
"1259","Israel",2006,"female",1,623474,"153,966,916,311",9.5
"1260","Israel",2006,"male",0,656549,"153,966,916,311",9.5
"1261","Israel",2006,"female",18,558626,"153,966,916,311",19.5
"1262","Israel",2006,"male",61,582025,"153,966,916,311",19.5
"1263","Israel",2006,"female",10,529943,"153,966,916,311",29.5
"1264","Israel",2006,"male",51,535920,"153,966,916,311",29.5
"1265","Israel",2006,"female",31,808874,"153,966,916,311",44.5
"1266","Israel",2006,"male",84,773099,"153,966,916,311",44.5
"1267","Israel",2006,"female",15,503743,"153,966,916,311",64.5
"1268","Israel",2006,"male",61,439413,"153,966,916,311",64.5
"1269","Israel",2006,"female",13,193121,"153,966,916,311",80
"1270","Israel",2006,"male",22,129698,"153,966,916,311",80
"1271","Israel",2007,"female",0,635670,"178,706,717,753",9.5
"1272","Israel",2007,"male",3,669312,"178,706,717,753",9.5
"1273","Israel",2007,"female",10,564137,"178,706,717,753",19.5
"1274","Israel",2007,"male",45,587792,"178,706,717,753",19.5
"1275","Israel",2007,"female",10,536280,"178,706,717,753",29.5
"1276","Israel",2007,"male",51,541856,"178,706,717,753",29.5
"1277","Israel",2007,"female",23,819830,"178,706,717,753",44.5
"1278","Israel",2007,"male",85,785826,"178,706,717,753",44.5
"1279","Israel",2007,"female",13,521935,"178,706,717,753",64.5
"1280","Israel",2007,"male",50,456922,"178,706,717,753",64.5
"1281","Israel",2007,"female",7,196820,"178,706,717,753",80
"1282","Israel",2007,"male",29,132434,"178,706,717,753",80
"1283","Israel",2008,"female",2,648707,"215,840,354,627",9.5
"1284","Israel",2008,"male",2,682613,"215,840,354,627",9.5
"1285","Israel",2008,"female",7,569127,"215,840,354,627",19.5
"1286","Israel",2008,"male",65,592791,"215,840,354,627",19.5
"1287","Israel",2008,"female",11,543016,"215,840,354,627",29.5
"1288","Israel",2008,"male",42,548741,"215,840,354,627",29.5
"1289","Israel",2008,"female",14,831482,"215,840,354,627",44.5
"1290","Israel",2008,"male",80,799582,"215,840,354,627",44.5
"1291","Israel",2008,"female",15,539561,"215,840,354,627",64.5
"1292","Israel",2008,"male",62,474005,"215,840,354,627",64.5
"1293","Israel",2008,"female",11,200835,"215,840,354,627",80
"1294","Israel",2008,"male",43,135142,"215,840,354,627",80
"1295","Israel",2009,"female",1,650032,"207,419,370,241",9.5
"1296","Israel",2009,"male",4,683070,"207,419,370,241",9.5
"1297","Israel",2009,"female",13,573738,"207,419,370,241",19.5
"1298","Israel",2009,"male",48,597179,"207,419,370,241",19.5
"1299","Israel",2009,"female",18,555764,"207,419,370,241",29.5
"1300","Israel",2009,"male",67,557283,"207,419,370,241",29.5
"1301","Israel",2009,"female",32,866442,"207,419,370,241",44.5
"1302","Israel",2009,"male",91,836965,"207,419,370,241",44.5
"1303","Israel",2009,"female",22,562448,"207,419,370,241",64.5
"1304","Israel",2009,"male",77,499108,"207,419,370,241",64.5
"1305","Israel",2009,"female",8,208438,"207,419,370,241",80
"1306","Israel",2009,"male",23,141368,"207,419,370,241",80
"1307","Israel",2010,"female",3,662543,"233,609,522,091",9.5
"1308","Israel",2010,"male",2,696652,"233,609,522,091",9.5
"1309","Israel",2010,"female",10,576967,"233,609,522,091",19.5
"1310","Israel",2010,"male",63,600681,"233,609,522,091",19.5
"1311","Israel",2010,"female",9,559584,"233,609,522,091",29.5
"1312","Israel",2010,"male",77,561408,"233,609,522,091",29.5
"1313","Israel",2010,"female",33,882268,"233,609,522,091",44.5
"1314","Israel",2010,"male",119,854628,"233,609,522,091",44.5
"1315","Israel",2010,"female",22,580202,"233,609,522,091",64.5
"1316","Israel",2010,"male",93,515880,"233,609,522,091",64.5
"1317","Israel",2010,"female",9,213458,"233,609,522,091",80
"1318","Israel",2010,"male",40,145554,"233,609,522,091",80
"1319","Israel",2011,"female",0,675036,"261,628,548,084",9.5
"1320","Israel",2011,"male",1,712716,"261,628,548,084",9.5
"1321","Israel",2011,"female",12,583108,"261,628,548,084",19.5
"1322","Israel",2011,"male",41,605530,"261,628,548,084",19.5
"1323","Israel",2011,"female",16,559719,"261,628,548,084",29.5
"1324","Israel",2011,"male",45,560802,"261,628,548,084",29.5
"1325","Israel",2011,"female",22,899777,"261,628,548,084",44.5
"1326","Israel",2011,"male",111,872269,"261,628,548,084",44.5
"1327","Israel",2011,"female",30,598715,"261,628,548,084",64.5
"1328","Israel",2011,"male",80,532080,"261,628,548,084",64.5
"1329","Israel",2011,"female",7,220868,"261,628,548,084",80
"1330","Israel",2011,"male",44,150875,"261,628,548,084",80
"1331","Israel",2012,"female",0,688296,"257,296,579,579",9.5
"1332","Israel",2012,"male",3,723667,"257,296,579,579",9.5
"1333","Israel",2012,"female",13,589147,"257,296,579,579",19.5
"1334","Israel",2012,"male",32,614618,"257,296,579,579",19.5
"1335","Israel",2012,"female",17,566255,"257,296,579,579",29.5
"1336","Israel",2012,"male",57,568580,"257,296,579,579",29.5
"1337","Israel",2012,"female",18,916404,"257,296,579,579",44.5
"1338","Israel",2012,"male",131,890948,"257,296,579,579",44.5
"1339","Israel",2012,"female",24,612293,"257,296,579,579",64.5
"1340","Israel",2012,"male",93,546015,"257,296,579,579",64.5
"1341","Israel",2012,"female",9,224319,"257,296,579,579",80
"1342","Israel",2012,"male",33,154818,"257,296,579,579",80
"1343","Israel",2013,"female",0,702017,"292,489,185,194",9.5
"1344","Israel",2013,"male",7,737875,"292,489,185,194",9.5
"1345","Israel",2013,"female",5,597664,"292,489,185,194",19.5
"1346","Israel",2013,"male",30,623751,"292,489,185,194",19.5
"1347","Israel",2013,"female",15,571000,"292,489,185,194",29.5
"1348","Israel",2013,"male",47,574069,"292,489,185,194",29.5
"1349","Israel",2013,"female",26,932764,"292,489,185,194",44.5
"1350","Israel",2013,"male",102,907964,"292,489,185,194",44.5
"1351","Israel",2013,"female",23,627505,"292,489,185,194",64.5
"1352","Israel",2013,"male",71,560632,"292,489,185,194",64.5
"1353","Israel",2013,"female",12,230693,"292,489,185,194",80
"1354","Israel",2013,"male",34,160074,"292,489,185,194",80
"1355","Israel",2014,"female",1,717118,"308,416,982,140",9.5
"1356","Israel",2014,"male",7,753317,"308,416,982,140",9.5
"1357","Israel",2014,"female",10,607031,"308,416,982,140",19.5
"1358","Israel",2014,"male",35,633544,"308,416,982,140",19.5
"1359","Israel",2014,"female",13,576407,"308,416,982,140",29.5
"1360","Israel",2014,"male",41,580208,"308,416,982,140",29.5
"1361","Israel",2014,"female",29,949566,"308,416,982,140",44.5
"1362","Israel",2014,"male",125,925543,"308,416,982,140",44.5
"1363","Israel",2014,"female",24,645102,"308,416,982,140",64.5
"1364","Israel",2014,"male",54,577076,"308,416,982,140",64.5
"1365","Israel",2014,"female",11,236381,"308,416,982,140",80
"1366","Israel",2014,"male",32,164959,"308,416,982,140",80
"1367","Israel",2015,"female",1,733603,"299,093,839,690",9.5
"1368","Israel",2015,"male",2,770443,"299,093,839,690",9.5
"1369","Israel",2015,"female",8,617440,"299,093,839,690",19.5
"1370","Israel",2015,"male",35,644674,"299,093,839,690",19.5
"1371","Israel",2015,"female",13,581972,"299,093,839,690",29.5
"1372","Israel",2015,"male",45,586251,"299,093,839,690",29.5
"1373","Israel",2015,"female",20,967412,"299,093,839,690",44.5
"1374","Israel",2015,"male",92,944406,"299,093,839,690",44.5
"1375","Israel",2015,"female",17,664823,"299,093,839,690",64.5
"1376","Israel",2015,"male",65,595247,"299,093,839,690",64.5
"1377","Israel",2015,"female",14,241083,"299,093,839,690",80
"1378","Israel",2015,"male",30,168826,"299,093,839,690",80
"1379","Japan",2007,"female",16,5732000,"4,515,264,514,431",9.5
"1380","Japan",2007,"male",31,6027000,"4,515,264,514,431",9.5
"1381","Japan",2007,"female",596,6430000,"4,515,264,514,431",19.5
"1382","Japan",2007,"male",1252,6795000,"4,515,264,514,431",19.5
"1383","Japan",2007,"female",1084,8212000,"4,515,264,514,431",29.5
"1384","Japan",2007,"male",2596,8501000,"4,515,264,514,431",29.5
"1385","Japan",2007,"female",2303,16325000,"4,515,264,514,431",44.5
"1386","Japan",2007,"male",7599,16557000,"4,515,264,514,431",44.5
"1387","Japan",2007,"female",3108,17338000,"4,515,264,514,431",64.5
"1388","Japan",2007,"male",8184,16130000,"4,515,264,514,431",64.5
"1389","Japan",2007,"female",1691,7913000,"4,515,264,514,431",80
"1390","Japan",2007,"male",2205,4744000,"4,515,264,514,431",80
"1391","Japan",2008,"female",18,5689000,"5,037,908,465,114",9.5
"1392","Japan",2008,"male",41,5982000,"5,037,908,465,114",9.5
"1393","Japan",2008,"female",652,6293000,"5,037,908,465,114",19.5
"1394","Japan",2008,"male",1343,6650000,"5,037,908,465,114",19.5
"1395","Japan",2008,"female",1203,7933000,"5,037,908,465,114",29.5
"1396","Japan",2008,"male",2651,8234000,"5,037,908,465,114",29.5
"1397","Japan",2008,"female",2237,16400000,"5,037,908,465,114",44.5
"1398","Japan",2008,"male",7344,16657000,"5,037,908,465,114",44.5
"1399","Japan",2008,"female",2885,17395000,"5,037,908,465,114",64.5
"1400","Japan",2008,"male",7894,16197000,"5,037,908,465,114",64.5
"1401","Japan",2008,"female",1673,8207000,"5,037,908,465,114",80
"1402","Japan",2008,"male",2132,4965000,"5,037,908,465,114",80
"1403","Japan",2009,"female",21,5627000,"5,231,382,674,594",9.5
"1404","Japan",2009,"male",34,5914000,"5,231,382,674,594",9.5
"1405","Japan",2009,"female",605,6163000,"5,231,382,674,594",19.5
"1406","Japan",2009,"male",1326,6514000,"5,231,382,674,594",19.5
"1407","Japan",2009,"female",1085,7679000,"5,231,382,674,594",29.5
"1408","Japan",2009,"male",2657,7987000,"5,231,382,674,594",29.5
"1409","Japan",2009,"female",2328,16517000,"5,231,382,674,594",44.5
"1410","Japan",2009,"male",7799,16796000,"5,231,382,674,594",44.5
"1411","Japan",2009,"female",2820,17413000,"5,231,382,674,594",64.5
"1412","Japan",2009,"male",7983,16224000,"5,231,382,674,594",64.5
"1413","Japan",2009,"female",1649,8488000,"5,231,382,674,594",80
"1414","Japan",2009,"male",2216,5174000,"5,231,382,674,594",80
"1415","Japan",2010,"female",21,5578687,"5,700,098,114,744",9.5
"1416","Japan",2010,"male",42,5855595,"5,700,098,114,744",9.5
"1417","Japan",2010,"female",508,6008624,"5,700,098,114,744",19.5
"1418","Japan",2010,"male",1315,6324856,"5,700,098,114,744",19.5
"1419","Japan",2010,"female",1008,7545642,"5,700,098,114,744",29.5
"1420","Japan",2010,"male",2543,7822984,"5,700,098,114,744",29.5
"1421","Japan",2010,"female",2404,16781836,"5,700,098,114,744",44.5
"1422","Japan",2010,"male",7351,17131261,"5,700,098,114,744",44.5
"1423","Japan",2010,"female",2879,17525806,"5,700,098,114,744",64.5
"1424","Japan",2010,"male",7466,16402437,"5,700,098,114,744",64.5
"1425","Japan",2010,"female",1686,8804107,"5,700,098,114,744",80
"1426","Japan",2010,"male",2188,5345432,"5,700,098,114,744",80
"1427","Japan",2011,"female",22,5519000,"6,157,459,594,824",9.5
"1428","Japan",2011,"male",52,5792000,"6,157,459,594,824",9.5
"1429","Japan",2011,"female",616,5931000,"6,157,459,594,824",19.5
"1430","Japan",2011,"male",1304,6246000,"6,157,459,594,824",19.5
"1431","Japan",2011,"female",1112,7314000,"6,157,459,594,824",29.5
"1432","Japan",2011,"male",2404,7588000,"6,157,459,594,824",29.5
"1433","Japan",2011,"female",2598,16861000,"6,157,459,594,824",44.5
"1434","Japan",2011,"male",6975,17224000,"6,157,459,594,824",44.5
"1435","Japan",2011,"female",2883,17447000,"6,157,459,594,824",64.5
"1436","Japan",2011,"male",6858,16343000,"6,157,459,594,824",64.5
"1437","Japan",2011,"female",1754,9092000,"6,157,459,594,824",80
"1438","Japan",2011,"male",2188,5570000,"6,157,459,594,824",80
"1439","Japan",2012,"female",20,5458000,"6,203,213,121,334",9.5
"1440","Japan",2012,"male",55,5729000,"6,203,213,121,334",9.5
"1441","Japan",2012,"female",495,5873000,"6,203,213,121,334",19.5
"1442","Japan",2012,"male",1294,6185000,"6,203,213,121,334",19.5
"1443","Japan",2012,"female",931,7110000,"6,203,213,121,334",29.5
"1444","Japan",2012,"male",2244,7384000,"6,203,213,121,334",29.5
"1445","Japan",2012,"female",2242,16937000,"6,203,213,121,334",44.5
"1446","Japan",2012,"male",6413,17318000,"6,203,213,121,334",44.5
"1447","Japan",2012,"female",2636,17342000,"6,203,213,121,334",64.5
"1448","Japan",2012,"male",6134,16254000,"6,203,213,121,334",64.5
"1449","Japan",2012,"female",1612,9362000,"6,203,213,121,334",80
"1450","Japan",2012,"male",2262,5783000,"6,203,213,121,334",80
"1451","Japan",2013,"female",34,5398000,"5,155,717,056,271",9.5
"1452","Japan",2013,"male",58,5666000,"5,155,717,056,271",9.5
"1453","Japan",2013,"female",467,5834000,"5,155,717,056,271",19.5
"1454","Japan",2013,"male",1242,6143000,"5,155,717,056,271",19.5
"1455","Japan",2013,"female",850,6913000,"5,155,717,056,271",29.5
"1456","Japan",2013,"male",2178,7186000,"5,155,717,056,271",29.5
"1457","Japan",2013,"female",2242,16974000,"5,155,717,056,271",44.5
"1458","Japan",2013,"male",6333,17367000,"5,155,717,056,271",44.5
"1459","Japan",2013,"female",2604,17279000,"5,155,717,056,271",64.5
"1460","Japan",2013,"male",5908,16202000,"5,155,717,056,271",64.5
"1461","Japan",2013,"female",1713,9588000,"5,155,717,056,271",80
"1462","Japan",2013,"male",2362,5964000,"5,155,717,056,271",80
"1463","Japan",2014,"female",34,5334000,"4,850,413,536,038",9.5
"1464","Japan",2014,"male",68,5596000,"4,850,413,536,038",9.5
"1465","Japan",2014,"female",432,5803000,"4,850,413,536,038",19.5
"1466","Japan",2014,"male",1180,6110000,"4,850,413,536,038",19.5
"1467","Japan",2014,"female",814,6734000,"4,850,413,536,038",29.5
"1468","Japan",2014,"male",2131,7007000,"4,850,413,536,038",29.5
"1469","Japan",2014,"female",2158,16959000,"4,850,413,536,038",44.5
"1470","Japan",2014,"male",5710,17365000,"4,850,413,536,038",44.5
"1471","Japan",2014,"female",2512,17288000,"4,850,413,536,038",64.5
"1472","Japan",2014,"male",5477,16213000,"4,850,413,536,038",64.5
"1473","Japan",2014,"female",1587,9761000,"4,850,413,536,038",80
"1474","Japan",2014,"male",2254,6104000,"4,850,413,536,038",80
"1475","Japan",2015,"female",28,5287719,"4,394,977,752,878",9.5
"1476","Japan",2015,"male",62,5553851,"4,394,977,752,878",9.5
"1477","Japan",2015,"female",408,5772938,"4,394,977,752,878",19.5
"1478","Japan",2015,"male",1091,6088330,"4,394,977,752,878",19.5
"1479","Japan",2015,"female",685,6614211,"4,394,977,752,878",29.5
"1480","Japan",2015,"male",1948,6862886,"4,394,977,752,878",29.5
"1481","Japan",2015,"female",2024,16991218,"4,394,977,752,878",44.5
"1482","Japan",2015,"male",5507,17461022,"4,394,977,752,878",44.5
"1483","Japan",2015,"female",2292,17232482,"4,394,977,752,878",64.5
"1484","Japan",2015,"male",5241,16239222,"4,394,977,752,878",64.5
"1485","Japan",2015,"female",1509,9983066,"4,394,977,752,878",80
"1486","Japan",2015,"male",2297,6289365,"4,394,977,752,878",80
"1487","Kazakhstan",1990,"female",7,1661900,"26,932,728,899",9.5
"1488","Kazakhstan",1990,"male",53,1698000,"26,932,728,899",9.5
"1489","Kazakhstan",1990,"female",170,1338900,"26,932,728,899",19.5
"1490","Kazakhstan",1990,"male",375,1425100,"26,932,728,899",19.5
"1491","Kazakhstan",1990,"female",104,1453700,"26,932,728,899",29.5
"1492","Kazakhstan",1990,"male",602,1455200,"26,932,728,899",29.5
"1493","Kazakhstan",1990,"female",225,1845400,"26,932,728,899",44.5
"1494","Kazakhstan",1990,"male",925,1735100,"26,932,728,899",44.5
"1495","Kazakhstan",1990,"female",188,1060900,"26,932,728,899",64.5
"1496","Kazakhstan",1990,"male",356,706400,"26,932,728,899",64.5
"1497","Kazakhstan",1990,"female",85,291100,"26,932,728,899",80
"1498","Kazakhstan",1990,"male",82,102200,"26,932,728,899",80
"1499","Kazakhstan",1991,"female",11,1682200,"24,881,135,586",9.5
"1500","Kazakhstan",1991,"male",66,1721900,"24,881,135,586",9.5
"1501","Kazakhstan",1991,"female",139,1351900,"24,881,135,586",19.5
"1502","Kazakhstan",1991,"male",405,1438500,"24,881,135,586",19.5
"1503","Kazakhstan",1991,"female",104,1438900,"24,881,135,586",29.5
"1504","Kazakhstan",1991,"male",621,1441200,"24,881,135,586",29.5
"1505","Kazakhstan",1991,"female",185,1877800,"24,881,135,586",44.5
"1506","Kazakhstan",1991,"male",866,1769600,"24,881,135,586",44.5
"1507","Kazakhstan",1991,"female",166,1093000,"24,881,135,586",64.5
"1508","Kazakhstan",1991,"male",354,741600,"24,881,135,586",64.5
"1509","Kazakhstan",1991,"female",91,294600,"24,881,135,586",80
"1510","Kazakhstan",1991,"male",74,101600,"24,881,135,586",80
"1511","Kazakhstan",1992,"female",14,1706200,"24,906,939,560",9.5
"1512","Kazakhstan",1992,"male",63,1751600,"24,906,939,560",9.5
"1513","Kazakhstan",1992,"female",144,1385000,"24,906,939,560",19.5
"1514","Kazakhstan",1992,"male",453,1459100,"24,906,939,560",19.5
"1515","Kazakhstan",1992,"female",132,1414300,"24,906,939,560",29.5
"1516","Kazakhstan",1992,"male",676,1421100,"24,906,939,560",29.5
"1517","Kazakhstan",1992,"female",217,1900200,"24,906,939,560",44.5
"1518","Kazakhstan",1992,"male",925,1794700,"24,906,939,560",44.5
"1519","Kazakhstan",1992,"female",194,1132100,"24,906,939,560",64.5
"1520","Kazakhstan",1992,"male",390,785400,"24,906,939,560",64.5
"1521","Kazakhstan",1992,"female",84,298600,"24,906,939,560",80
"1522","Kazakhstan",1992,"male",64,101800,"24,906,939,560",80
"1523","Kazakhstan",1993,"female",20,1726000,"23,409,027,476",9.5
"1524","Kazakhstan",1993,"male",76,1774700,"23,409,027,476",9.5
"1525","Kazakhstan",1993,"female",173,1407100,"23,409,027,476",19.5
"1526","Kazakhstan",1993,"male",574,1474700,"23,409,027,476",19.5
"1527","Kazakhstan",1993,"female",119,1383000,"23,409,027,476",29.5
"1528","Kazakhstan",1993,"male",772,1395600,"23,409,027,476",29.5
"1529","Kazakhstan",1993,"female",219,1929300,"23,409,027,476",44.5
"1530","Kazakhstan",1993,"male",1146,1825900,"23,409,027,476",44.5
"1531","Kazakhstan",1993,"female",229,1173100,"23,409,027,476",64.5
"1532","Kazakhstan",1993,"male",545,830100,"23,409,027,476",64.5
"1533","Kazakhstan",1993,"female",69,308200,"23,409,027,476",80
"1534","Kazakhstan",1993,"male",77,103700,"23,409,027,476",80
"1535","Kazakhstan",1994,"female",16,1740500,"21,250,839,258",9.5
"1536","Kazakhstan",1994,"male",50,1784600,"21,250,839,258",9.5
"1537","Kazakhstan",1994,"female",149,1332400,"21,250,839,258",19.5
"1538","Kazakhstan",1994,"male",520,1442200,"21,250,839,258",19.5
"1539","Kazakhstan",1994,"female",128,1327200,"21,250,839,258",29.5
"1540","Kazakhstan",1994,"male",735,1342400,"21,250,839,258",29.5
"1541","Kazakhstan",1994,"female",198,1965300,"21,250,839,258",44.5
"1542","Kazakhstan",1994,"male",1246,1861800,"21,250,839,258",44.5
"1543","Kazakhstan",1994,"female",198,1201100,"21,250,839,258",64.5
"1544","Kazakhstan",1994,"male",599,853800,"21,250,839,258",64.5
"1545","Kazakhstan",1994,"female",91,288000,"21,250,839,258",80
"1546","Kazakhstan",1994,"male",94,90300,"21,250,839,258",80
"1547","Kazakhstan",1995,"female",15,1688900,"20,374,307,047",9.5
"1548","Kazakhstan",1995,"male",61,1736100,"20,374,307,047",9.5
"1549","Kazakhstan",1995,"female",145,1412600,"20,374,307,047",19.5
"1550","Kazakhstan",1995,"male",622,1455600,"20,374,307,047",19.5
"1551","Kazakhstan",1995,"female",130,1271500,"20,374,307,047",29.5
"1552","Kazakhstan",1995,"male",887,1311800,"20,374,307,047",29.5
"1553","Kazakhstan",1995,"female",216,1901900,"20,374,307,047",44.5
"1554","Kazakhstan",1995,"male",1523,1791600,"20,374,307,047",44.5
"1555","Kazakhstan",1995,"female",208,1205800,"20,374,307,047",64.5
"1556","Kazakhstan",1995,"male",737,859800,"20,374,307,047",64.5
"1557","Kazakhstan",1995,"female",86,267600,"20,374,307,047",80
"1558","Kazakhstan",1995,"male",76,86400,"20,374,307,047",80
"1559","Kazakhstan",1996,"female",10,1633400,"21,035,357,833",9.5
"1560","Kazakhstan",1996,"male",57,1682200,"21,035,357,833",9.5
"1561","Kazakhstan",1996,"female",158,1381300,"21,035,357,833",19.5
"1562","Kazakhstan",1996,"male",635,1405800,"21,035,357,833",19.5
"1563","Kazakhstan",1996,"female",121,1187600,"21,035,357,833",29.5
"1564","Kazakhstan",1996,"male",879,1243300,"21,035,357,833",29.5
"1565","Kazakhstan",1996,"female",223,1858300,"21,035,357,833",44.5
"1566","Kazakhstan",1996,"male",1630,1753600,"21,035,357,833",44.5
"1567","Kazakhstan",1996,"female",211,1173100,"21,035,357,833",64.5
"1568","Kazakhstan",1996,"male",731,836900,"21,035,357,833",64.5
"1569","Kazakhstan",1996,"female",54,251800,"21,035,357,833",80
"1570","Kazakhstan",1996,"male",64,80400,"21,035,357,833",80
"1571","Kazakhstan",1997,"female",16,1623000,"22,165,932,063",9.5
"1572","Kazakhstan",1997,"male",53,1673300,"22,165,932,063",9.5
"1573","Kazakhstan",1997,"female",175,1388400,"22,165,932,063",19.5
"1574","Kazakhstan",1997,"male",651,1401300,"22,165,932,063",19.5
"1575","Kazakhstan",1997,"female",131,1152200,"22,165,932,063",29.5
"1576","Kazakhstan",1997,"male",810,1217700,"22,165,932,063",29.5
"1577","Kazakhstan",1997,"female",216,1871000,"22,165,932,063",44.5
"1578","Kazakhstan",1997,"male",1577,1766200,"22,165,932,063",44.5
"1579","Kazakhstan",1997,"female",164,1153000,"22,165,932,063",64.5
"1580","Kazakhstan",1997,"male",740,822400,"22,165,932,063",64.5
"1581","Kazakhstan",1997,"female",59,247700,"22,165,932,063",80
"1582","Kazakhstan",1997,"male",50,78400,"22,165,932,063",80
"1583","Kazakhstan",1998,"female",11,1556100,"22,135,245,413",9.5
"1584","Kazakhstan",1998,"male",54,1585500,"22,135,245,413",9.5
"1585","Kazakhstan",1998,"female",152,1353400,"22,135,245,413",19.5
"1586","Kazakhstan",1998,"male",594,1343300,"22,135,245,413",19.5
"1587","Kazakhstan",1998,"female",138,1103400,"22,135,245,413",29.5
"1588","Kazakhstan",1998,"male",727,1145900,"22,135,245,413",29.5
"1589","Kazakhstan",1998,"female",205,1863700,"22,135,245,413",44.5
"1590","Kazakhstan",1998,"male",1459,1724400,"22,135,245,413",44.5
"1591","Kazakhstan",1998,"female",160,1090300,"22,135,245,413",64.5
"1592","Kazakhstan",1998,"male",692,762500,"22,135,245,413",64.5
"1593","Kazakhstan",1998,"female",63,241200,"22,135,245,413",80
"1594","Kazakhstan",1998,"male",58,74500,"22,135,245,413",80
"1595","Kazakhstan",1999,"female",10,1523100,"16,870,817,135",9.5
"1596","Kazakhstan",1999,"male",49,1555400,"16,870,817,135",9.5
"1597","Kazakhstan",1999,"female",124,1358700,"16,870,817,135",19.5
"1598","Kazakhstan",1999,"male",609,1349400,"16,870,817,135",19.5
"1599","Kazakhstan",1999,"female",120,1089900,"16,870,817,135",29.5
"1600","Kazakhstan",1999,"male",717,1131600,"16,870,817,135",29.5
"1601","Kazakhstan",1999,"female",198,1909900,"16,870,817,135",44.5
"1602","Kazakhstan",1999,"male",1331,1761800,"16,870,817,135",44.5
"1603","Kazakhstan",1999,"female",152,1044200,"16,870,817,135",64.5
"1604","Kazakhstan",1999,"male",567,727800,"16,870,817,135",64.5
"1605","Kazakhstan",1999,"female",59,246200,"16,870,817,135",80
"1606","Kazakhstan",1999,"male",55,75400,"16,870,817,135",80
"1607","Kazakhstan",2000,"female",18,1486628,"18,291,990,619",9.5
"1608","Kazakhstan",2000,"male",47,1523202,"18,291,990,619",9.5
"1609","Kazakhstan",2000,"female",169,1375343,"18,291,990,619",19.5
"1610","Kazakhstan",2000,"male",623,1366874,"18,291,990,619",19.5
"1611","Kazakhstan",2000,"female",122,1089854,"18,291,990,619",29.5
"1612","Kazakhstan",2000,"male",852,1132418,"18,291,990,619",29.5
"1613","Kazakhstan",2000,"female",234,1959602,"18,291,990,619",44.5
"1614","Kazakhstan",2000,"male",1527,1802430,"18,291,990,619",44.5
"1615","Kazakhstan",2000,"female",147,1005027,"18,291,990,619",64.5
"1616","Kazakhstan",2000,"male",586,698665,"18,291,990,619",64.5
"1617","Kazakhstan",2000,"female",56,254407,"18,291,990,619",80
"1618","Kazakhstan",2000,"male",47,77972,"18,291,990,619",80
"1619","Kazakhstan",2001,"female",21,1455622,"22,152,694,162",9.5
"1620","Kazakhstan",2001,"male",64,1508752,"22,152,694,162",9.5
"1621","Kazakhstan",2001,"female",158,1336586,"22,152,694,162",19.5
"1622","Kazakhstan",2001,"male",660,1365580,"22,152,694,162",19.5
"1623","Kazakhstan",2001,"female",110,1137636,"22,152,694,162",29.5
"1624","Kazakhstan",2001,"male",843,1117605,"22,152,694,162",29.5
"1625","Kazakhstan",2001,"female",197,1998447,"22,152,694,162",44.5
